MAVE,,,,,,,,,
SVM,"0,7662522898","0,7630372127","0,99951645","0,8654127953",ISF,"0,7414316278","0,791785218","0,8901969536","0,838112081"
SVM,"0,7697341742","0,7657443292","0,99951645","0,8671512589",ISF,"0,7566316614","0,7870482926","0,9271885287","0,8513901223"
SVM,"0,7719155958","0,7674501628","0,99951645","0,8682439801",ISF,"0,7705312321","0,7985424092","0,9292343172","0,8589454864"
SVM,"0,7662522898","0,7630372127","0,99951645","0,8654127953",ISF,"0,7588690168","0,7857489321","0,9339582287","0,8534670292"
SVM,"0,7642806203","0,7615127384","0,99951645","0,8644314517",ISF,"0,7665878931","0,7958349956","0,927504696","0,8566398131"
SVM,"0,7657349013","0,7626365829","0,99951645","0,865155064",ISF,"0,6881266343","0,7783025543","0,8182967881","0,7977987507"
SVM,"0,7654692154","0,7624310176","0,99951645","0,8650227752",ISF,"0,6960552627","0,7675078917","0,8546374305","0,8087326869"
SVM,"0,7719155958","0,7674501628","0,99951645","0,8682439801",ISF,"0,7621830996","0,7905535709","0,9301270249","0,8546795294"
SVM,"0,7642806203","0,7615127384","0,99951645","0,8644314517",ISF,"0,7658607526","0,7915951297","0,9346649556","0,8572013372"
SVM,"0,7662522898","0,7630372127","0,99951645","0,8654127953",ISF,"0,709171759","0,7796095592","0,8548606074","0,8155028032"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FAVE,,,,,,,,,
SVM,"0,7706990337","0,7663003976",1,"0,8676897754",ISF,"0,7100946681","0,7805118277","0,8548048132","0,8159707428"
SVM,"0,7706990337","0,7663003976",1,"0,8676897754",ISF,"0,750926405","0,7858676122","0,9191913556","0,8473169895"
SVM,"0,7726427363","0,7678214429",1,"0,8686640226",ISF,"0,7113391971","0,7813774123","0,8554185497","0,8167233404"
SVM,"0,7721533148","0,7674378773",1,"0,8684185025",ISF,"0,6643547327","0,7748781028","0,7802823188","0,7775708209"
SVM,"0,7706990337","0,7663003976",1,"0,8676897754",ISF,"0,6107141359","0,7557400978","0,7125481225","0,7335088307"
SVM,"0,7706990337","0,7663003976",1,"0,8676897754",ISF,"0,6952721883","0,7827670976","0,8231508862","0,8024512292"
SVM,"0,7721533148","0,7674378773",1,"0,8684185025",ISF,"0,6029672927","0,7485406464","0,7106883148","0,7291235368"
SVM,"0,7706990337","0,7663003976",1,"0,8676897754",ISF,"0,5937382014","0,7433635289","0,702040209","0,7221111632"
SVM,"0,7721533148","0,7674378773",1,"0,8684185025",ISF,"0,4554836184","0,6964053932","0,4889434432","0,5745192308"
SVM,"0,7706990337","0,7663003976",1,"0,8676897754",ISF,"0,4722218338","0,6943016489","0,5325187376","0,602742898"
