MAVE,,,,,,,,,,,
SVM,"0,8890783132","0,8852995635","0,9959270211","0,9373605118",ISF,"0,9431520543","0,9427995687","0,9919656308","0,9667578982",,
SVM,"0,8860251383","0,8824256406","0,9959270211","0,9357471124",ISF,"0,9290020613","0,9520457303","0,9633245922","0,9576519529",,
SVM,"0,8843668149","0,8808724832","0,9959270211","0,9348731244",ISF,"0,8442570866","0,937900641","0,8707619632","0,9030851874",,
SVM,"0,8873579964","0,8836779485","0,9959270211","0,9364507555",ISF,"0,8878384452","0,9365430802","0,9283044133","0,932405548",,
SVM,"0,8912170854","0,8873239437","0,9959270211","0,9384940282",ISF,"0,9429350774","0,9422849372","0,9923003961","0,9666461338",,
SVM,"0,8882878973","0,8845537587","0,9959270211","0,9369422963",ISF,"0,9497233545","0,945869147","0,9967081404","0,9706233926",,
SVM,"0,8918990128","0,8879713461","0,9959270211","0,9388560158",ISF,"0,9647567534","0,9600643259","0,999274675","0,9792771611",,
SVM,"0,8890628148","0,8852849278","0,9959270211","0,9373523079",ISF,"0,924197573","0,956223865","0,9526492961","0,9544332336",,
SVM,"0,8855756862","0,8820041506","0,9959270211","0,9355100757",ISF,"0,8827549866","0,9370908541","0,9211441537","0,9290490795",,
SVM,"0,8886908544","0,8849338159","0,9959270211","0,9371554576",ISF,"0,9473366087","0,9415487649","0,9988097231","0,9693343441",,
,"88,82","88,44","99,59","93,69",,"92,16","94,52","96,15","95,29",,
,,,,,,,,,,,
,,,,,,,,,,,"1,16E-04"
,,,,,,,,,,,"8,50E-02"
FAVE,,,,,,,,,,,
SVM,"0,8926894286","0,8878346828","0,9972102885","0,9393493457",ISF,"0,9686933342","0,9640583245","0,9997024308","0,9815568906",,
SVM,"0,8950761744","0,8901044174","0,9972102885","0,9406182022",ISF,"0,9621530307","0,9568166041","0,9997024308","0,9777895005",,
SVM,"0,8962850456","0,8912584565","0,9972102885","0,9412621785",ISF,"0,9656401593","0,9606805834","0,9996838327","0,9797942053",,
SVM,"0,8954636331","0,8904739762","0,9972102885","0,9408245089",ISF,"0,9230971901","0,9421484609","0,9671000019","0,9544611883",,
SVM,"0,8941462734","0,8892187267","0,9972102885","0,9401234351",ISF,"0,9368132294","0,9568623124","0,9678067288","0,9623034035",,
SVM,"0,8926584319","0,8878052819","0,9972102885","0,9393328895",ISF,"0,9529625095","0,9468223772","0,9997024308","0,9725441239",,
SVM,"0,8934488477","0,8885556145","0,9972102885","0,9397527013",ISF,"0,95183113","0,9456378318","0,9996652346","0,9719012747",,
SVM,"0,8963160423","0,8912880866","0,9972102885","0,9412787023",ISF,"0,9364722657","0,9571307613","0,9670814038","0,9620803538",,
SVM,"0,89408428","0,8891597433","0,9972102885","0,9400904692",ISF,"0,8893882801","0,9361554866","0,9307407614","0,9334402716",,
SVM,"0,895944082","0,8909326554","0,9972102885","0,9410804549",ISF,"0,9648187468","0,959771449","0,9996838327","0,9793211507",,
,"89,46","88,97","99,72","94,04",,"94,52","95,26","98,31","96,75",,
