MAVE,,,,,,,,,,,,
G,"0,9069837675","0,8121795868","0,9956198819","0,8945927447",KNN,"0,9181577954","0,8616559625","0,945343744","0,9015619324",,,
G,"0,8970932427","0,8519188993","0,8962102457","0,8735034803",KNN,"0,8835787089","0,8931524274","0,802323367","0,8453049759",,,
G,"0,9230653077","0,9129416358","0,8908571429","0,9017641955",KNN,"0,904416761","0,8757072803","0,8843809524","0,8800227445",,,
G,"0,9368818422","0,9904529307","0,8490673772","0,9143267063",KNN,"0,9160437901","0,8315722062","0,9885801294","0,9033043478",,,
G,"0,853982635","0,9850964348","0,6416063951","0,7770862148",KNN,"0,9151377878","0,8678304239","0,9272934907","0,8965771071",,,
G,"0,9453378633","0,9392822502","0,9217589949","0,9304381245",KNN,"0,9192902982","0,8563884157","0,9569769655","0,9038928347",,,
G,"0,8912797282","0,7984022556","0,9708571429","0,8762248582",KNN,"0,919214798","0,8461411063","0,9731428571","0,9052090716",,,
G,"0,928803322","0,8606091031","0,979059585","0,916021017",KNN,"0,7969799924","0,9261968085","0,5303636018","0,6744946132",,,
G,"0,812382031","0,9303699099","0,5696612105","0,7066462047",KNN,"0,9116647792","0,8672661871","0,9177769319","0,891806917",,,
G,"0,8942242356","0,9429753966","0,7805481538","0,8541080912",KNN,"0,9057757644","0,8707885968","0,8953178531","0,8828828829",,,
,"89,90","90,24","84,95","86,45",,"89,90","86,97","88,21","86,85",,,
,,,,,,,,,,,G,"5,28E-01"
,,,,,,,,,,,KNN,"9,46E-01"
,,,,,,,,,,,,
FAVE,,,,,,,,,,,,
G,"0,9260853152","0,996744943","0,8162604722","0,8975191039",KNN,"0,9169497924","0,8600416233","0,9442117289","0,900163369",,,
G,"0,8785956965","0,9983602077","0,6951474786","0,8196096029",KNN,"0,9176292941","0,8659050967","0,937583254","0,9003197807",,,
G,"0,9174027935","0,9983229516","0,7931100114","0,8839626644",KNN,"0,9081917705","0,8680277069","0,9063570613","0,8867783985",,,
G,"0,9540958852","0,9588932806","0,9238385377","0,9410395656",KNN,"0,9185352963","0,8581974249","0,9518278751","0,9025909542",,,
G,"0,9192902982","0,9701190744","0,821850019","0,8898505925",KNN,"0,8446961117","0,915302676","0,6705367339","0,7740305394",,,
G,"0,860400151","0,9871170913","0,656511805","0,7885648942",KNN,"0,9079652699","0,8711577397","0,9011805027","0,8859148339",,,
G,"0,9311438279","0,9858965749","0,8383780697","0,9061728395",KNN,"0,8674216686","0,9002059968","0,74871502","0,8175015589",,,
G,"0,9206493016","0,9969245328","0,8023610053","0,8891233252",KNN,"0,8996602492","0,8764152754","0,8695734958","0,8729809806",,,
G,"0,9451113628","0,9590180564","0,9000380807","0,9285924762",KNN,"0,9182332956","0,8607025437","0,9470677837","0,9018221376",,,
G,"0,929180823","0,9855920756","0,8335872049","0,903239117",KNN,"0,8935447339","0,8871422813","0,8381568926","0,8619541805",,,
,"91,82","98,37","80,81","88,48",,"89,93","87,63","87,15","87,04",,,
