MAVE,,,,,,,,,,,,
G,"0,6391666667","0,4742039277","0,7087893864","0,5682377185",KNN,"0,7232222222","0,6138140747","0,4686567164","0,5315027271",,,
G,"0,6448333333","0,4708554965","0,7242202148","0,5706802767",KNN,"0,7228333333","0,5868618916","0,505539458","0,543173702",,,
G,"0,6522777778","0,4795688736","0,6846466013","0,5640454134",KNN,"0,715","0,5731616275","0,5192762935","0,5448899929",,,
G,"0,6492777778","0,479233964","0,6977994289","0,5682237877",KNN,"0,7002777778","0,5486571329","0,5284730388","0,5383759733",,,
G,"0,6381111111","0,4713680927","0,7051666667","0,5650373932",KNN,"0,7106666667","0,5721311475","0,5235","0,5467362924",,,
G,"0,6405","0,4772292815","0,6996373228","0,5674176081",KNN,"0,7136666667","0,5841328413","0,5219254863","0,5512798189",,,
G,"0,6432777778","0,4778641433","0,703715992","0,5692049648",KNN,"0,7166666667","0,5883809524","0,5124419376","0,5477921617",,,
G,"0,6441666667","0,4736012608","0,7087264151","0,5677846009",KNN,"0,7208333333","0,5842114994","0,5323450135","0,5570736007",,,
G,"0,6387777778","0,4723884811","0,6956594046","0,562684961",KNN,"0,7112777778","0,5739130435","0,5268584733","0,5493800399",,,
G,"0,6454444444","0,4799591234","0,7011112954","0,5698301429",KNN,"0,7119444444","0,5780903035","0,518162216","0,5464882358",,,
,"64,36","47,56","70,29","56,73",,"71,46","58,03","51,57","54,57",,,
,,,,,,,,,,,,
,,,,,,,,,,,G,"5,67E-04"
,,,,,,,,,,,KNN,"4,71E-06"
FAVE,,,,,,,,,,,,
G,"0,7010555556","0,5374829623","0,6039823009","0,5687955766",KNN,"0,7296111111","0,5951348293","0,5371000681","0,56463011",,,
G,"0,6892222222","0,5291960891","0,6469123506","0,5821631312",KNN,"0,7386666667","0,6370431894","0,5092961487","0,5660516605",,,
G,"0,6963888889","0,5411694511","0,6029582849","0,5703954092",KNN,"0,7306111111","0,6103552532","0,536812365","0,5712264568",,,
G,"0,6738888889","0,5051087871","0,7056255248","0,5887627855",KNN,"0,7464444444","0,6458377018","0,5172124265","0,5744125326",,,
G,"0,6694444444","0,5001773259","0,7107340837","0,5871495976",KNN,"0,7366111111","0,6184519156","0,5314967243","0,5716866926",,,
G,"0,6653888889","0,4998826291","0,7073575818","0,5857918988",KNN,"0,7301111111","0,6102369668","0,5346287992","0,5699362606",,,
G,"0,6436111111","0,4784649077","0,7644118627","0,5885446732",KNN,"0,7325","0,6186288227","0,5156614462","0,5624716038",,,
G,"0,7047222222","0,5574853981","0,5982187036","0,5771342191",KNN,"0,7297222222","0,6145315488","0,5301006103","0,5692021606",,,
G,"0,6690555556","0,5061921366","0,6947194719","0,5856576476",KNN,"0,7303888889","0,6080186146","0,5605610561","0,5833261784",,,
G,"0,7023888889","0,5575673166","0,5905589248","0,5735891109",KNN,"0,729","0,6125114995","0,5456482544","0,577149792",,,
,"68,15","52,13","66,25","58,08",,"73,34","61,71","53,19","57,10",,,
