0, 48, 48, 5, 5, 0.10416666666666667, 0.0, 0.0, 0.9166666666666666, 0.10416666666666667, 0.8125, 8.8, 1
0, 15, 15, 4, 3, 0.26666666666666666, 0.0, 0.0, 0.8, 0.2, 0.6, 3.0, 1
5, 14, 19, 4, 2, 0.21052631578947367, 0.2631578947368421, 0.05263157894736842, 0.5263157894736842, 0.10526315789473684, 0.42105263157894735, 4.0, 1
4, 41, 45, 5, 4, 0.1111111111111111, 0.08888888888888889, 0.0, 0.8222222222222222, 0.08888888888888889, 0.7333333333333333, 8.2, 1
3, 30, 33, 5, 3, 0.15151515151515152, 0.09090909090909091, 0.0, 0.7878787878787878, 0.09090909090909091, 0.696969696969697, 5.8, 1
0, 38, 38, 7, 5, 0.18421052631578946, 0.0, 0.02631578947368421, 0.7894736842105263, 0.15789473684210525, 0.631578947368421, 4.571428571428571, 1
0, 69, 69, 14, 10, 0.2028985507246377, 0.0, 0.028985507246376812, 0.782608695652174, 0.14492753623188406, 0.6376811594202898, 4.0, 1
0, 52, 52, 10, 6, 0.19230769230769232, 0.0, 0.019230769230769232, 0.7884615384615384, 0.1346153846153846, 0.6538461538461539, 4.3, 1
0, 97, 97, 15, 11, 0.15463917525773196, 0.0, 0.020618556701030927, 0.8350515463917526, 0.1134020618556701, 0.7216494845360825, 5.533333333333333, 1
0, 66, 66, 15, 11, 0.22727272727272727, 0.0, 0.045454545454545456, 0.7424242424242424, 0.16666666666666666, 0.5757575757575758, 3.466666666666667, 1
0, 66, 66, 9, 7, 0.13636363636363635, 0.0, 0.030303030303030304, 0.8484848484848485, 0.10606060606060606, 0.7424242424242424, 6.444444444444445, 1
0, 31, 31, 4, 4, 0.12903225806451613, 0.0, 0.03225806451612903, 0.8709677419354839, 0.1935483870967742, 0.6774193548387096, 7.0, 1
2, 52, 54, 8, 6, 0.14814814814814814, 0.037037037037037035, 0.037037037037037035, 0.7592592592592593, 0.1111111111111111, 0.6481481481481481, 5.875, 1
0, 98, 98, 18, 13, 0.1836734693877551, 0.0, 0.01020408163265306, 0.8061224489795918, 0.1326530612244898, 0.673469387755102, 4.5, 1
0, 46, 46, 7, 7, 0.15217391304347827, 0.0, 0.021739130434782608, 0.8478260869565217, 0.15217391304347827, 0.6956521739130435, 5.714285714285714, 1
0, 43, 43, 9, 9, 0.20930232558139536, 0.0, 0.0, 0.813953488372093, 0.20930232558139536, 0.6046511627906976, 3.888888888888889, 1
0, 78, 78, 14, 10, 0.1794871794871795, 0.0, 0.038461538461538464, 0.7948717948717948, 0.1282051282051282, 0.6666666666666666, 4.642857142857143, 1
0, 95, 95, 17, 12, 0.17894736842105263, 0.0, 0.031578947368421054, 0.7894736842105263, 0.12631578947368421, 0.6631578947368421, 4.647058823529412, 1
0, 49, 49, 9, 4, 0.1836734693877551, 0.0, 0.02040816326530612, 0.8163265306122449, 0.08163265306122448, 0.7346938775510204, 4.555555555555555, 1
0, 37, 37, 8, 7, 0.21621621621621623, 0.0, 0.02702702702702703, 0.7567567567567568, 0.1891891891891892, 0.5675675675675675, 3.75, 1
