MAVE,,,,,,,,,
G,"0,9313711677","0,8119517278","0,9441501353","0,8730750189",KNN,"0,9493068079","0,8512614223","0,9660166817","0,9050158395"
G,"0,9594792606","0,8940976826","0,9504481651","0,9214121762",KNN,"0,9555906222","0,8591618654","0,9835390947","0,9171529201"
G,"0,9542098738","0,888198425","0,9344530237","0,910738808",KNN,"0,9469398106","0,8443119673","0,9658456856","0,9009989485"
G,"0,9580844229","0,8933006449","0,9451336416","0,9184864509",KNN,"0,9570277277","0,8946887431","0,9384797564","0,9160612065"
G,"0,9555624436","0,8928032752","0,9343781712","0,9131177346",KNN,"0,9486587015","0,8495188969","0,9656105536","0,9038522427"
G,"0,9486446123","0,8894541835","0,9071630006","0,8982213163",KNN,"0,9441078674","0,8554677411","0,9340665539","0,8930410634"
G,"0,9575349414","0,8934762895","0,9427590477","0,9174563181",KNN,"0,9537871957","0,8661477026","0,9644284347","0,9126498003"
G,"0,9597046889","0,8939249364","0,9515291728","0,9218280216",KNN,"0,9449954914","0,8456573944","0,9537862544","0,8964730841"
G,"0,9595074391","0,8943352234","0,9504420792","0,9215354374",KNN,"0,9505889315","0,8759894459","0,9348425973","0,9044596399"
G,"0,9575772092","0,8932272193","0,9429376938","0,917409551",KNN,"0,953125","0,8653885169","0,9620524387","0,9111639209"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FAVE,,,,,,,,,
G,"0,8996844004","0,7165238678","0,9903011165","0,8314553546",KNN,"0,968017358","0,8903867515","0,9944175031","0,9395311668"
G,"0,899458972","0,7162299825","0,9903093132","0,8312603452",KNN,"0,9640160054","0,8940816432","0,9711533044","0,9310251701"
G,"0,8997971145","0,7168156037","0,9903038503","0,8316527008",KNN,"0,9598033138","0,871964018","0,9835954676","0,924421839"
G,"0,8995294184","0,7162200742","0,9902447276","0,8312309185",KNN,"0,9558019612","0,8523632501","0,9955452803","0,9184071579"
G,"0,8997548467","0,7168610817","0,990252972","0,8316653654",KNN,"0,9630579351","0,8757514034","0,9931827145","0,9307777602"
G,"0,8995575969","0,7164349492","0,9901949735","0,8313580773",KNN,"0,9597046889","0,8639608802","0,9956046433","0,9251230495"
G,"0,8997548467","0,716681629","0,9903016634","0,8315617528",KNN,"0,9621562218","0,8739625267","0,9915421483","0,9290469146"
G,"0,8996421326","0,7163534065","0,9906405052","0,8314601424",KNN,"0,9627197926","0,8756347705","0,9916553902","0,930040717"
G,"0,8997266682","0,7164611742","0,9902940015","0,831410636",KNN,"0,965143147","0,8937961672","0,9764121664","0,9332793959"
G,"0,899768936","0,7169588259","0,9903705372","0,8317726069",KNN,"0,9649740757","0,8986218417","0,9693659196","0,9326542775"
