FAVE
G;0,8994467089254994;0,7158754374943911;0,990316573556797;0,8310240650067715;KNN;0,9943121057607365;0,9809372517871326;0,9965859714463067;0,9886996951688888
G;0,8997256792151636;0,7168212989108511;0,9905853205326727;0,8317557728312878;KNN;0,9951955116780062;0,9822744715843333;0,9988231650665841;0,9904797002641116
G;0,8996326891186088;0,7169439088911805;0,9899089952330836;0,8315997503640524;KNN;0,9949940331354711;0,9826219512195122;0,9976474958212097;0,9900777194114213
G;0,899694682516312;0,7168626043255856;0,9899615813607634;0,8315636060795335;KNN;0,9954744819676704;0,9854184536208798;0,9966538604535878;0,9910043130006161
G;0,8996636858174605;0,7165866570954282;0,990265980531961;0,8314852412931439;KNN;0,9953504951722641;0,9840376735367867;0,9975819951639904;0,9907635467980295
G;0,9000666429025309;0,7176428379226837;0,9905905658041352;0,8323104129824196;KNN;0,9947925545929358;0,9820209653827401;0,9974619289340102;0,9896812235120692
G;0,900128636300234;0,7174694464414091;0,990324981394195;0,8321000521104742;KNN;0,9951025215814516;0,9840764331210191;0,9965269163979161;0,9902625415999013
G;0,8997876726128667;0,7157719329850477;0,9903414755732801;0,8309630868974172;KNN;0,9944825876044201;0,9802301383278247;0,9979436689930209;0,9890075958747606
G;0,8992142336841127;0,7155087404751233;0,990321980271729;0,8307788388977075;KNN;0,994420594206717;0,9818381948266374;0,9960915689558906;0,9889135254988914
G;0,8995396990220541;0,7164045346596765;0,9905210333932223;0,8314524936294139;KNN;0,9932427196503573;0,9768628165421752;0,9965925283439687;0,9866290480863591
