MAVE,,,,,,,,,
SVM,"0,9534784293","0,9688359177","0,9830525024","0,9758924368",ISF,"0,8793405213","0,987596296","0,8851475757","0,9335697"
SVM,"0,9534383476","0,9687959641","0,9830525024","0,9758721675",ISF,"0,890790546","0,9884196604","0,8964877532","0,940211826"
SVM,"0,9534650687","0,9688225995","0,9830525024","0,9758856803",ISF,"0,8881451494","0,9899260314","0,8923031859","0,9385829775"
SVM,"0,9534116264","0,9687693302","0,9830525024","0,9758586551",ISF,"0,8912715272","0,9896302003","0,8958740166","0,9404211081"
SVM,"0,9534116264","0,9687693302","0,9830525024","0,9758586551",ISF,"0,8762275041","0,989616012","0,8800145065","0,9316027288"
SVM,"0,9534383476","0,9687959641","0,9830525024","0,9758721675",ISF,"0,9005571366","0,9894714388","0,9058193383","0,9457993199"
SVM,"0,9534383476","0,9687959641","0,9830525024","0,9758721675",ISF,"0,8471682232","0,9887095466","0,8501506444","0,9142098592"
SVM,"0,9534650687","0,9688225995","0,9830525024","0,9758856803",ISF,"0,8686119684","0,9899410721","0,8716872175","0,9270583"
SVM,"0,953424987","0,9687826469","0,9830525024","0,9758654112",ISF,"0,8680775449","0,9891283707","0,8718546002","0,9267963584"
SVM,"0,9534650687","0,9688225995","0,9830525024","0,9758856803",ISF,"0,8431466859","0,9878429841","0,846663505","0,9118208175"
,"0,9534436918",,,,,"0,8753336807",,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
FAVE,,,,,,,,,
SVM,"0,9639397705","0,9704731121","0,9925514702","0,9813881323",ISF,"0,8835891886","0,9873554857","0,8898621882","0,9360771799"
SVM,"0,9638996887","0,970433407","0,9925514702","0,9813678302",ISF,"0,9306451828","0,9888413532","0,9381799922","0,9628447295"
SVM,"0,9639264099","0,9704598767","0,9925514702","0,9813813648",ISF,"0,9329832859","0,987811302","0,9416531831","0,9641801277"
SVM,"0,9639397705","0,9704731121","0,9925514702","0,9813881323",ISF,"0,9212526888","0,9874214768","0,9296295263","0,9576543955"
SVM,"0,9639264099","0,9704598767","0,9925514702","0,9813813648",ISF,"0,8863949123","0,98810425","0,8921358032","0,9376708864"
SVM,"0,9639397705","0,9704731121","0,9925514702","0,9813881323",ISF,"0,9141715767","0,9882551842","0,921344083","0,9536273731"
SVM,"0,9639130493","0,9704466417","0,9925514702","0,9813745975",ISF,"0,9028685184","0,9868651753","0,910715282","0,9472622813"
SVM,"0,9639130493","0,9704466417","0,9925514702","0,9813745975",ISF,"0,9211057223","0,9874483188","0,9294481951","0,9575707932"
SVM,"0,9639397705","0,9704731121","0,9925514702","0,9813881323",ISF,"0,9261025826","0,9879201758","0,934274396","0,9603486963"
SVM,"0,9639264099","0,9704598767","0,9925514702","0,9813813648",ISF,"0,9149331303","0,987973407","0,922418122","0,9540709963"
,"0,9639264099",,,,,"0,9134046789",,,
