MAVE,,,,,,,,,,,,
SVM,"0,9365260059","0,9445693382","0,9904591865","0,9669701158",ISF,"0,9109715407","0,9701892699","0,9337861965","0,9516397288",,,
SVM,"0,9365260059","0,9445693382","0,9904591865","0,9669701158",ISF,"0,9002551521","0,9694181088","0,9227807845","0,9455247079",,,
SVM,"0,9365783448","0,9446196006","0,9904591865","0,9669964525",ISF,"0,9139286883","0,9692562698","0,9379986609","0,9533713281",,,
SVM,"0,9365783448","0,9446196006","0,9904591865","0,9669964525",ISF,"0,904664704","0,9694588606","0,9275930369","0,9480639827",,,
SVM,"0,9366045142","0,9446447339","0,9904591865","0,9670096213",ISF,"0,9003467452","0,9679266227","0,9243988172","0,9456621005",,,
SVM,"0,9365129212","0,9445567734","0,9904591865","0,9669635319",ISF,"0,9122145895","0,9682244607","0,937175696","0,9524471064",,,
SVM,"0,9365521753","0,9445944688","0,9904591865","0,966983284",ISF,"0,8978083088","0,9675478658","0,9219857167","0,9442174733",,,
SVM,"0,9365652601","0,9446070345","0,9904591865","0,9669898682",ISF,"0,8979784102","0,9681020967","0,9216091056","0,9442836624",,,
SVM,"0,9365521753","0,9445944688","0,9904591865","0,966983284",ISF,"0,9052404318","0,9683321707","0,9293784523","0,948455516",,,
SVM,"0,9365390906","0,9445819033","0,9904591865","0,9669766998",ISF,"0,8895256788","0,9685735876","0,9118172181","0,939338856",,,
,"93,66","94,46","99,05","96,70",,"90,33","96,87","92,69","94,73",,,
,,,,,,,,,,,onesvm,"9,40E-21"
,,,,,,,,,,,if,"3,60E-05"
,,,,,,,,,,,,
FAVE,,,,,,,,,,,,
SVM,"0,9409748119","0,9469615318","0,9926770072","0,9692805339",ISF,"0,89041544","0,9712278404","0,9101433912","0,9396939694",,,
SVM,"0,9409486425","0,9469363316","0,9926770072","0,9692673327",ISF,"0,8802093556","0,9689829466","0,9011465714","0,9338344234",,,
SVM,"0,9409486425","0,9469363316","0,9926770072","0,9692673327",ISF,"0,8934641806","0,9679124698","0,9168247503","0,9416762178",,,
SVM,"0,9409617272","0,9469489315","0,9926770072","0,9692739332",ISF,"0,8676872751","0,9674642456","0,8888439435","0,92648919",,,
SVM,"0,9409355577","0,946923732","0,9926770072","0,9692607322",ISF,"0,872423945","0,9679105605","0,8936282988","0,9292873617",,,
SVM,"0,940922473","0,9469111327","0,9926770072","0,9692541318",ISF,"0,8949296696","0,973070178","0,9132678681","0,942221071",,,
SVM,"0,9409748119","0,9469615318","0,9926770072","0,9692805339",ISF,"0,8770297677","0,9685027526","0,8981197344","0,9319843096",,,
SVM,"0,9409748119","0,9469615318","0,9926770072","0,9692805339",ISF,"0,8610140661","0,9723709044","0,876750544","0,9220884005",,,
SVM,"0,9409355577","0,946923732","0,9926770072","0,9692607322",ISF,"0,9000981354","0,9701707256","0,9218462311","0,9453913442",,,
SVM,"0,9409486425","0,9469363316","0,9926770072","0,9692673327",ISF,"0,8696630684","0,9718701747","0,8867237628","0,9273465934",,,
,"94,10","94,69","99,27","96,93",,"88,07","96,99","90,07","93,40",,,
