MAVE,,,,,,,,,,,
SVM,"0,9650880306","0,9825367134","0,9817692351","0,9821528243",ISF,"0,8518902689","0,9940236456","0,8537633209","0,9185700993",,
SVM,"0,9649379009","0,9825340314","0,9816158009","0,9820747015",ISF,"0,8681725126","0,9943419983","0,870222619","0,9281511511",,
SVM,"0,9651016787","0,9825234858","0,9817971322","0,9821601747",ISF,"0,8644875119","0,9940486665","0,8666936339","0,9260128615",,
SVM,"0,9649106046","0,9825065967","0,9816158009","0,9820609968",ISF,"0,8513033984","0,9942604426","0,8529543045","0,9182026352",,
SVM,"0,9651016787","0,9825234858","0,9817971322","0,9821601747",ISF,"0,8697284018","0,9944309195","0,8717430118","0,9290540289",,
SVM,"0,9649379009","0,9825340314","0,9816158009","0,9820747015",ISF,"0,9135935581","0,9946269922","0,9166434191","0,9540442644",,
SVM,"0,9649651972","0,9825345191","0,981643698","0,9820889066",ISF,"0,8662481234","0,9939662878","0,8685766892","0,9270507667",,
SVM,"0,9648696602","0,982505864","0,9815739553","0,9820396885",ISF,"0,8851508121","0,9943747363","0,8876443676","0,9379831821",,
SVM,"0,9649379009","0,9825070851","0,981643698","0,9820752018",ISF,"0,8811519039","0,9941626914","0,8837248229","0,9356963521",,
SVM,"0,9651016787","0,9825234858","0,9817971322","0,9821601747",ISF,"0,8671625495","0,9941303134","0,869371757","0,9275748398",,
,"96,50","98,25","98,17","98,21",,"87,19","99,42","87,41","93,02",,
,,,,,,,,,,,"2,07E-20"
,,,,,,,,,,,"1,19E-03"
,,,,,,,,,,,
FAVE,,,,,,,,,,,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,9249215231","0,9978938184","0,9252217821","0,9601847094",,
SVM,"0,9766070697","0,9840758163","0,992146962","0,9880949073",ISF,"0,9178790774","0,9975001894","0,9183730402","0,9563026064",,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,9291524498","0,9955143585","0,9317915528","0,9625995173",,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,9137573359","0,9953325554","0,9161552196","0,9541040521",,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,9260816159","0,9961818345","0,9280114936","0,9608890943",,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,9368363587","0,9966085128","0,9386402946","0,966756217",,
SVM,"0,9766070697","0,9840758163","0,992146962","0,9880949073",ISF,"0,9204176334","0,9970866605","0,9213580316","0,9577276912",,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,873549884","0,9947691283","0,8753696368","0,9312578369",,
SVM,"0,976634366","0,9841030466","0,992146962","0,9881086337",ISF,"0,8875665347","0,9962306056","0,8884533839","0,9392603297",,
SVM,"0,9766207179","0,9840894312","0,992146962","0,9881017705",ISF,"0,8995223147","0,9954864748","0,9013976455","0,9461085734",,
,"97,66","98,41","99,21","98,81",,"91,30","99,63","91,45","95,35",,
